frame, fps, time
758, 101.4713, 7.119306
759, 110.1322, 7.128386
760, 109.3494, 7.13753
761, 98.83376, 7.147648
762, 97.96238, 7.157856
763, 113.0071, 7.166706
764, 84.74577, 7.178505
765, 101.5641, 7.188352
766, 123.9311, 7.196421
767, 105.3075, 7.205917
768, 106.4509, 7.215311
769, 91.30753, 7.226263
770, 111.4827, 7.235233
771, 101.3171, 7.245103
772, 93.75586, 7.255769
773, 114.7052, 7.264487
774, 97.01203, 7.274795
775, 103.799, 7.284429
776, 106.022, 7.29386
777, 85.92542, 7.305499
778, 115.8614, 7.31413
779, 96.16309, 7.324529
780, 106.2586, 7.33394
781, 101.1839, 7.343822
782, 90.62075, 7.354857
783, 61.83527, 7.371029
784, 149.4545, 7.37772
785, 106.4623, 7.387114
786, 112.2586, 7.396021
787, 85.43358, 7.407726
788, 121.2709, 7.415972
789, 97.21007, 7.426259
790, 94.50903, 7.43684
791, 103.8853, 7.446466
792, 84.62385, 7.458283
793, 115.5135, 7.46694
794, 94.26848, 7.477548
795, 88.17564, 7.488889
796, 121.4919, 7.49712
797, 82.23684, 7.50928
798, 125.3761, 7.517256
799, 101.688, 7.52709
800, 103.8637, 7.536718
801, 105.6189, 7.546186
802, 100.4016, 7.556146
803, 104.712, 7.565696
804, 89.30964, 7.576893
805, 102.3332, 7.586665
806, 108.5658, 7.595876
807, 99.11785, 7.605965
808, 107.2961, 7.615285
809, 101.0305, 7.625183
810, 99.71084, 7.635212
811, 89.23791, 7.646418
812, 123.9772, 7.654484
813, 105.552, 7.663958
814, 97.53243, 7.674211
815, 105.2853, 7.683709
816, 100.9082, 7.693619
817, 96.11687, 7.704023
818, 94.45547, 7.714611
819, 127.7955, 7.722435
820, 107.689, 7.731721
821, 96.40413, 7.742095
822, 109.4212, 7.751234
823, 107.0549, 7.760574
824, 96.5717, 7.770929
825, 102.5115, 7.780684
826, 109.3613, 7.789828
827, 110.8156, 7.798852
828, 96.03381, 7.809266
829, 110.1928, 7.818341
830, 91.85267, 7.829228
831, 95.38344, 7.839712
832, 118.1474, 7.848176
833, 90.5715, 7.859217
834, 114.3249, 7.867964
835, 98.04883, 7.878163
836, 104.0474, 7.887774
837, 93.16192, 7.898509
838, 111.1852, 7.907503
839, 91.96248, 7.918376
840, 116.0093, 7.926996
841, 98.86308, 7.937111
842, 99.57184, 7.947155
843, 103.2951, 7.956836
844, 118.1474, 7.9653
845, 92.99731, 7.976053
846, 108.8613, 7.985239
847, 100.7252, 7.995167
848, 97.1251, 8.005463
849, 92.86776, 8.016231
850, 96.32983, 8.026611
851, 109.6491, 8.035731
852, 107.4229, 8.04504
853, 91.64223, 8.055952
854, 100, 8.065952
855, 92.2935, 8.076787
856, 94.06453, 8.087418
857, 95.90486, 8.097845
858, 93.39684, 8.108552
859, 90.04953, 8.119657
860, 100.3915, 8.129618
861, 95.06607, 8.140137
862, 92.26794, 8.150974
863, 94.36633, 8.161572
864, 96.22787, 8.171964
865, 96.302, 8.182347
866, 118.4694, 8.190788
867, 85.5798, 8.202474
868, 127.1133, 8.21034
869, 91.0498, 8.221324
870, 107.9914, 8.230584
871, 98.29942, 8.240757
872, 95.50186, 8.251228
873, 116.3467, 8.259824
874, 79.11392, 8.272464
875, 138.9275, 8.279662
876, 82.47423, 8.291787
877, 117.8967, 8.300269
878, 105.2632, 8.309769
879, 94.45547, 8.320355
880, 89.08686, 8.33158
881, 105.1635, 8.341089
882, 100.1001, 8.351079
883, 93.82623, 8.361737
884, 99.37395, 8.3718
885, 94.83167, 8.382345
886, 83.99832, 8.39425
887, 125.1095, 8.402243
888, 96.49715, 8.412605
889, 96.13536, 8.423007
890, 96.51578, 8.433368
891, 91.82736, 8.444258
892, 107.1237, 8.453592
893, 91.51643, 8.46452
894, 97.99118, 8.474725
895, 112.6761, 8.4836
896, 93.40556, 8.494306
897, 101.461, 8.504162
898, 96.8148, 8.514491
899, 97.5039, 8.524747
900, 88.66821, 8.536025
901, 116.0227, 8.544644
902, 96.06148, 8.555055
903, 94.54477, 8.565632
904, 102.2704, 8.57541
