frame, fps, time
715, 78.27176, 7.705458
716, 79.77663, 7.717993
717, 82.54912, 7.730107
718, 80.56719, 7.742519
719, 83.75209, 7.754459
720, 76.8935, 7.767464
721, 79.42812, 7.780054
722, 83.50034, 7.79203
723, 73.59435, 7.805618
724, 75.21625, 7.818913
725, 74.66587, 7.832306
726, 89.07099, 7.843533
727, 79.10141, 7.856175
728, 81.32726, 7.868471
729, 66.88515, 7.883422
730, 89.97661, 7.894536
731, 73.28692, 7.908182
732, 79.5545, 7.920752
733, 81.7929, 7.932978
734, 83.54917, 7.944947
735, 80.82767, 7.957319
736, 77.19624, 7.970273
737, 85.17888, 7.982013
738, 78.36376, 7.994774
739, 78.01529, 8.007592
740, 70.95218, 8.021687
741, 85.04848, 8.033444
742, 76.91125, 8.046447
743, 76.59314, 8.059503
744, 76.82852, 8.072518
745, 66.15507, 8.087634
746, 90.95043, 8.098629
747, 74.65472, 8.112024
748, 76.65185, 8.125071
749, 78.54842, 8.137801
750, 76.61074, 8.150854
751, 73.38911, 8.16448
752, 67.74609, 8.179241
753, 88.8494, 8.190496
754, 73.9645, 8.204017
755, 74.985, 8.217353
756, 78.1189, 8.230154
757, 70.13114, 8.244413
758, 75.21625, 8.257709
759, 63.90185, 8.273357
760, 80.63216, 8.285759
761, 72.07727, 8.299633
762, 80.47642, 8.312059
763, 61.49305, 8.328321
764, 72.96075, 8.342028
765, 76.61661, 8.35508
766, 59.1471, 8.371986
767, 88.88099, 8.383238
768, 78.75256, 8.395936
769, 71.31651, 8.409958
770, 73.77351, 8.423512
771, 70.75639, 8.437646
772, 74.69933, 8.451033
773, 74.9569, 8.464374
774, 72.38509, 8.478189
775, 75.56866, 8.491422
776, 71.18451, 8.505469
777, 73.88253, 8.519004
778, 73.20644, 8.532664
779, 70.19022, 8.546911
780, 80.7885, 8.559289
781, 73.74088, 8.57285
782, 69.05601, 8.587331
783, 73.60518, 8.600917
784, 70.3136, 8.615139
785, 59.93048, 8.631825
786, 78.45599, 8.644571
787, 72.8863, 8.658291
788, 71.54099, 8.672269
789, 66.8092, 8.687237
790, 70.75138, 8.701371
791, 64.27148, 8.71693
792, 76.42923, 8.730015
793, 67.93017, 8.744736
794, 72.48478, 8.758532
795, 61.04261, 8.774914
796, 66.1157, 8.790039
797, 71.40817, 8.804043
798, 62.64094, 8.820006
799, 75.38635, 8.833271
800, 63.17119, 8.849101
801, 70.61649, 8.863262
802, 62.74313, 8.8792
803, 68.01796, 8.893902
804, 60.54002, 8.910419
805, 68.0411, 8.925117
806, 69.58942, 8.939487
807, 65.62971, 8.954723
808, 68.20817, 8.969384
809, 63.29114, 8.985185
810, 64.37907, 9.000718
811, 66.20763, 9.015822
812, 65.07874, 9.031188
813, 59.91253, 9.047879
814, 60.56935, 9.064389
815, 66.5779, 9.07941
816, 55.6979, 9.097363
817, 65.34666, 9.112666
818, 61.16956, 9.129014
819, 50.32966, 9.148883
820, 58.49664, 9.165977
821, 59.8265, 9.182693
822, 54.25053, 9.201125
823, 60.0781, 9.217771
824, 56.88606, 9.23535
825, 54.60006, 9.253665
826, 55.12679, 9.271805
827, 52.52101, 9.290845
828, 59.78358, 9.307572
829, 56.84402, 9.325165
830, 51.81615, 9.344463
831, 56.9314, 9.362028
832, 50.69709, 9.381753
833, 47.37989, 9.402859
834, 53.29922, 9.42162
835, 52.45489, 9.440684
836, 51.83227, 9.459977
837, 54.30356, 9.478393
838, 50.55867, 9.498172
839, 52.38345, 9.517262
840, 50.91391, 9.536902
841, 52.59836, 9.555915
842, 46.39941, 9.577467
843, 51.0647, 9.59705
844, 47.86521, 9.617942
845, 48.86391, 9.638407
846, 47.7122, 9.659366
847, 47.77146, 9.680299
848, 46.89112, 9.701625
849, 42.31371, 9.725258
850, 46.80771, 9.746622
851, 44.19694, 9.769248
852, 43.69484, 9.792134
853, 45.93688, 9.813903
854, 43.54832, 9.836865
855, 41.04585, 9.861228
856, 42.80089, 9.884592
857, 45.13654, 9.906747
858, 42.88348, 9.930066
859, 40.0625, 9.955028
860, 45.0126, 9.977243
861, 40.06571, 10.0022
862, 40.803, 10.02671
863, 44.56129, 10.04915
864, 39.84381, 10.07425
